Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Antall mandater;Antall utjevningsmandater;Column1
1;Østfold;101;Halden;;;A;Arbeiderpartiet;29,69458;24331;667;3397;4064;-2,01516;12;0;
1;Østfold;101;Halden;;;SV;Sosialistisk Venstreparti;2,83501;24331;49;339;388;-0,9526;1;0;
1;Østfold;101;Halden;;;RØDT;Rødt;2,35277;24331;48;274;322;1,11383;1;0;
1;Østfold;101;Halden;;;SP;Senterpartiet;4,15023;24331;63;505;568;-0,33827;2;0;
1;Østfold;101;Halden;;;KRF;Kristelig Folkeparti;4,6617;24331;112;526;638;-0,01087;2;0;
1;Østfold;101;Halden;;;MDG;Miljøpartiet De Grønne;4,6617;24331;86;552;638;1,8794;2;0;
1;Østfold;101;Halden;;;V;Venstre;3,53646;24331;79;405;484;-2,16265;1;0;
1;Østfold;101;Halden;;;H;Høyre;39,60982;24331;799;4622;5421;5,20982;15;0;
1;Østfold;101;Halden;;;FRP;Fremskrittspartiet;7,23367;24331;170;820;990;-1,15571;3;0;
1;Østfold;101;Halden;;;PP;Pensjonistpartiet;1,26407;24331;38;135;173;-0,08815;0;0;
1;Østfold;104;Moss;;;A;Arbeiderpartiet;40,81908;25362;1078;4982;6060;5,86991;16;0;
1;Østfold;104;Moss;;;SV;Sosialistisk Venstreparti;3,35444;25362;100;398;498;-0,17347;1;0;
1;Østfold;104;Moss;;;RØDT;Rødt;6,04877;25362;129;769;898;2,70937;2;0;
1;Østfold;104;Moss;;;KRF;Kristelig Folkeparti;2,64718;25362;82;311;393;0,06184;1;0;
1;Østfold;104;Moss;;;MDG;Miljøpartiet De Grønne;5,20679;25362;147;626;773;4,60085;2;0;
1;Østfold;104;Moss;;;V;Venstre;4,80938;25362;163;551;714;0,46682;2;0;
1;Østfold;104;Moss;;;H;Høyre;26,80183;25362;687;3292;3979;-10,46337;11;0;
1;Østfold;104;Moss;;;FRP;Fremskrittspartiet;10,31254;25362;324;1207;1531;-1,6985;4;0;
1;Østfold;105;Sarpsborg;;;A;Arbeiderpartiet;50,50761;42905;1893;9251;11144;2,38351;22;0;
1;Østfold;105;Sarpsborg;;;SV;Sosialistisk Venstreparti;1,75399;42905;75;312;387;-0,35774;1;0;
1;Østfold;105;Sarpsborg;;;RØDT;Rødt;1,0107;42905;36;187;223;0,54767;0;0;
1;Østfold;105;Sarpsborg;;;SP;Senterpartiet;3,66207;42905;89;719;808;0,42524;2;0;
1;Østfold;105;Sarpsborg;;;KRF;Kristelig Folkeparti;5,5475;42905;208;1016;1224;-0,27707;2;0;
1;Østfold;105;Sarpsborg;;;MDG;Miljøpartiet De Grønne;3,19072;42905;130;574;704;3,19072;1;0;
1;Østfold;105;Sarpsborg;;;V;Venstre;1,686;42905;82;290;372;-1,01857;1;0;
1;Østfold;105;Sarpsborg;;;H;Høyre;15,84028;42905;588;2907;3495;-4,7967;7;0;
1;Østfold;105;Sarpsborg;;;FRP;Fremskrittspartiet;12,87165;42905;493;2347;2840;-1,10559;6;0;
1;Østfold;105;Sarpsborg;;;PP;Pensjonistpartiet;2,51994;42905;117;439;556;0,03606;1;0;
1;Østfold;105;Sarpsborg;;;KRISTNE;Partiet De Kristne;1,40954;42905;46;265;311;1,40954;0;0;
1;Østfold;106;Fredrikstad;;;A;Arbeiderpartiet;48,29066;62398;2834;13142;15976;-0,92277;26;0;
1;Østfold;106;Fredrikstad;;;SV;Sosialistisk Venstreparti;2,5693;62398;192;658;850;-0,44309;1;0;
1;Østfold;106;Fredrikstad;;;RØDT;Rødt;1,14863;62398;72;308;380;0,49036;0;0;
1;Østfold;106;Fredrikstad;;;SP;Senterpartiet;2,82925;62398;91;845;936;0,96882;2;0;
1;Østfold;106;Fredrikstad;;;KRF;Kristelig Folkeparti;4,41919;62398;221;1241;1462;0,1628;2;0;
1;Østfold;106;Fredrikstad;;;MDG;Miljøpartiet De Grønne;3,97183;62398;278;1036;1314;3,97183;2;0;
1;Østfold;106;Fredrikstad;;;V;Venstre;3,09222;62398;158;865;1023;0,16073;2;0;
1;Østfold;106;Fredrikstad;;;H;Høyre;16,37095;62398;864;4552;5416;-3,62236;9;0;
1;Østfold;106;Fredrikstad;;;FRP;Fremskrittspartiet;13,09434;62398;788;3544;4332;-0,77379;7;0;
1;Østfold;106;Fredrikstad;;;KYST;Kystpartiet;0,16323;62398;4;50;54;-0,03481;0;0;
1;Østfold;106;Fredrikstad;;;PP;Pensjonistpartiet;1,68969;62398;123;436;559;-0,16237;1;0;
1;Østfold;106;Fredrikstad;;;BYMILJØ;Bymiljølista;1,68667;62398;112;446;558;0,07448;1;0;
1;Østfold;106;Fredrikstad;;;KRISTNE;Partiet De Kristne;0,67406;62398;49;174;223;0,67406;0;0;
1;Østfold;111;Hvaler;;;A;Arbeiderpartiet;30,69388;3701;140;612;752;2,53894;7;0;
1;Østfold;111;Hvaler;;;SV;Sosialistisk Venstreparti;5,30612;3701;29;101;130;-1,39942;1;0;
1;Østfold;111;Hvaler;;;SP;Senterpartiet;5,06122;3701;21;103;124;1,72928;1;0;
1;Østfold;111;Hvaler;;;MDG;Miljøpartiet De Grønne;5,59184;3701;25;112;137;5,59184;1;0;
1;Østfold;111;Hvaler;;;V;Venstre;2,08163;3701;8;43;51;-2,99958;0;0;
1;Østfold;111;Hvaler;;;H;Høyre;22,08163;3701;109;432;541;-2,57476;5;0;
1;Østfold;111;Hvaler;;;FRP;Fremskrittspartiet;29,18367;3701;134;581;715;-2,8863;6;0;
1;Østfold;118;Aremark;;;A;Arbeiderpartiet;25,2218;1122;34;165;199;-0,70413;4;0;
1;Østfold;118;Aremark;;;SP;Senterpartiet;28,39037;1122;22;202;224;-6,34782;5;0;
1;Østfold;118;Aremark;;;KRF;Kristelig Folkeparti;13,81496;1122;11;98;109;-1,383;2;0;
1;Østfold;118;Aremark;;;V;Venstre;4,94297;1122;5;34;39;-5,27415;1;0;
1;Østfold;118;Aremark;;;H;Høyre;27,62991;1122;27;191;218;13,70909;5;0;
1;Østfold;119;Marker;;;A;Arbeiderpartiet;42,57997;3070;194;618;812;-4,39134;11;0;
1;Østfold;119;Marker;;;SP;Senterpartiet;25,58993;3070;64;424;488;3,16698;6;0;
1;Østfold;119;Marker;;;KRF;Kristelig Folkeparti;13,05716;3070;35;214;249;0,14536;3;0;
1;Østfold;119;Marker;;;V;Venstre;3,46093;3070;8;58;66;3,46093;1;0;
1;Østfold;119;Marker;;;H;Høyre;11,22181;3070;29;185;214;-2,27447;3;0;
1;Østfold;119;Marker;;;FRP;Fremskrittspartiet;4,09019;3070;17;61;78;-0,10747;1;0;
1;Østfold;121;Rømskog;;;A;Arbeiderpartiet;26,47754;551;18;94;112;-1,30024;3;0;
1;Østfold;121;Rømskog;;;SP;Senterpartiet;37,82506;551;23;137;160;5,88061;5;0;
1;Østfold;121;Rømskog;;;KRF;Kristelig Folkeparti;35,6974;551;26;125;151;4,21592;5;0;
1;Østfold;122;Trøgstad;;;A;Arbeiderpartiet;21,18143;4212;111;391;502;-4,69184;5;0;
1;Østfold;122;Trøgstad;;;SP;Senterpartiet;41,30802;4212;153;826;979;5,76781;9;0;
1;Østfold;122;Trøgstad;;;KRF;Kristelig Folkeparti;4,76793;4212;31;82;113;-0,99974;1;0;
1;Østfold;122;Trøgstad;;;V;Venstre;2,95359;4212;15;55;70;0,11037;0;0;
1;Østfold;122;Trøgstad;;;H;Høyre;20,12658;4212;78;399;477;4,52951;4;0;
1;Østfold;122;Trøgstad;;;FRP;Fremskrittspartiet;9,66245;4212;44;185;229;-4,71611;2;0;
1;Østfold;123;Spydeberg;;;A;Arbeiderpartiet;21,1971;4392;124;432;556;-3,16287;4;0;
1;Østfold;123;Spydeberg;;;SV;Sosialistisk Venstreparti;3,58368;4392;15;79;94;0,75203;1;0;
1;Østfold;123;Spydeberg;;;SP;Senterpartiet;19,55776;4392;56;457;513;0,66715;4;0;
1;Østfold;123;Spydeberg;;;KRF;Kristelig Folkeparti;13,26725;4392;57;291;348;2,05701;3;0;
1;Østfold;123;Spydeberg;;;MDG;Miljøpartiet De Grønne;4,19367;4392;19;91;110;4,19367;1;0;
1;Østfold;123;Spydeberg;;;V;Venstre;2,36371;4392;11;51;62;-3,92024;0;0;
1;Østfold;123;Spydeberg;;;H;Høyre;26,72512;4392;102;599;701;4,18827;6;0;
1;Østfold;123;Spydeberg;;;FRP;Fremskrittspartiet;9,1117;4392;34;205;239;-4,77503;2;0;
1;Østfold;124;Askim;;;A;Arbeiderpartiet;36,63641;12234;636;1745;2381;0,45914;13;0;
1;Østfold;124;Askim;;;SV;Sosialistisk Venstreparti;2,4773;12234;37;124;161;-0,58269;1;0;
1;Østfold;124;Askim;;;SP;Senterpartiet;4,29297;12234;52;227;279;0,13258;2;0;
1;Østfold;124;Askim;;;KRF;Kristelig Folkeparti;4,89306;12234;104;214;318;-1,16663;2;0;
1;Østfold;124;Askim;;;MDG;Miljøpartiet De Grønne;3,60055;12234;62;172;234;3,60055;1;0;
1;Østfold;124;Askim;;;V;Venstre;3,47746;12234;58;168;226;0,13106;1;0;
1;Østfold;124;Askim;;;H;Høyre;36,00554;12234;537;1803;2340;4,63683;12;0;
1;Østfold;124;Askim;;;FRP;Fremskrittspartiet;8,61671;12234;137;423;560;-2,77913;3;0;
1;Østfold;125;Eidsberg;;;A;Arbeiderpartiet;23,14736;8930;236;851;1087;2,95658;8;0;
1;Østfold;125;Eidsberg;;;SV;Sosialistisk Venstreparti;3,25809;8930;27;126;153;0,61501;1;0;
1;Østfold;125;Eidsberg;;;SP;Senterpartiet;13,6925;8930;109;534;643;-0,67554;5;0;
1;Østfold;125;Eidsberg;;;KRF;Kristelig Folkeparti;5,53663;8930;46;214;260;-0,34573;2;0;
1;Østfold;125;Eidsberg;;;V;Venstre;4,59966;8930;41;175;216;-1,62053;2;0;
1;Østfold;125;Eidsberg;;;H;Høyre;43,76065;8930;341;1714;2055;0,67639;15;0;
1;Østfold;125;Eidsberg;;;FRP;Fremskrittspartiet;6,00511;8930;67;215;282;-1,60618;2;0;
1;Østfold;127;Skiptvet;;;A;Arbeiderpartiet;49,03498;2847;143;670;813;2,97512;10;0;
1;Østfold;127;Skiptvet;;;SP;Senterpartiet;21,77322;2847;43;318;361;1,79766;5;0;
1;Østfold;127;Skiptvet;;;KRF;Kristelig Folkeparti;8,92642;2847;33;115;148;0,25201;2;0;
1;Østfold;127;Skiptvet;;;H;Høyre;13,20869;2847;28;191;219;-3,89577;3;0;
1;Østfold;127;Skiptvet;;;FRP;Fremskrittspartiet;7,05669;2847;20;97;117;-1,12901;1;0;
1;Østfold;128;Rakkestad;;;A;Arbeiderpartiet;32,15569;6289;159;915;1074;7,61919;8;0;
1;Østfold;128;Rakkestad;;;SP;Senterpartiet;25,8982;6289;93;772;865;-0,05776;7;0;
1;Østfold;128;Rakkestad;;;KRF;Kristelig Folkeparti;18,05389;6289;71;532;603;4,11994;5;0;
1;Østfold;128;Rakkestad;;;MDG;Miljøpartiet De Grønne;2,66467;6289;17;72;89;2,66467;0;0;
1;Østfold;128;Rakkestad;;;V;Venstre;5,47904;6289;16;167;183;-10,45375;1;0;
1;Østfold;128;Rakkestad;;;H;Høyre;9,16168;6289;57;249;306;0,50003;2;0;
1;Østfold;128;Rakkestad;;;FRP;Fremskrittspartiet;6,58683;6289;21;199;220;-2,82801;2;0;
1;Østfold;135;Råde;;;A;Arbeiderpartiet;22,77917;5751;116;702;818;-3,92907;6;0;
1;Østfold;135;Råde;;;SP;Senterpartiet;10,83264;5751;46;343;389;-0,88103;3;0;
1;Østfold;135;Råde;;;KRF;Kristelig Folkeparti;8,15929;5751;51;242;293;-0,19212;2;0;
1;Østfold;135;Råde;;;MDG;Miljøpartiet De Grønne;3,25815;5751;15;102;117;3,25815;1;0;
1;Østfold;135;Råde;;;V;Venstre;3,59231;5751;24;105;129;-6,52157;1;0;
1;Østfold;135;Råde;;;H;Høyre;33,61181;5751;159;1048;1207;11,35042;9;0;
1;Østfold;135;Råde;;;FRP;Fremskrittspartiet;17,76664;5751;99;539;638;-3,08477;5;0;
1;Østfold;136;Rygge;;;A;Arbeiderpartiet;35,93981;12082;419;2017;2436;4,74845;10;0;
1;Østfold;136;Rygge;;;SV;Sosialistisk Venstreparti;4,08675;12082;63;214;277;-0,50523;1;0;
1;Østfold;136;Rygge;;;RØDT;Rødt;1,49012;12082;15;86;101;1,49012;0;0;
1;Østfold;136;Rygge;;;SP;Senterpartiet;5,13426;12082;54;294;348;2,29093;2;0;
1;Østfold;136;Rygge;;;KRF;Kristelig Folkeparti;3,92446;12082;55;211;266;-1,30727;1;0;
1;Østfold;136;Rygge;;;MDG;Miljøpartiet De Grønne;3,77693;12082;45;211;256;3,22248;1;0;
1;Østfold;136;Rygge;;;V;Venstre;4,64739;12082;51;264;315;-5,57439;1;0;
1;Østfold;136;Rygge;;;H;Høyre;23,59103;12082;312;1287;1599;-4,06038;7;0;
1;Østfold;136;Rygge;;;FRP;Fremskrittspartiet;15,03393;12082;189;830;1019;0,6751;4;0;
1;Østfold;136;Rygge;;;PP;Pensjonistpartiet;2,37533;12082;33;128;161;-0,9798;0;0;
1;Østfold;137;Våler;;;A;Arbeiderpartiet;14,6955;3876;46;287;333;-2,15207;3;0;
1;Østfold;137;Våler;;;SV;Sosialistisk Venstreparti;1,94175;3876;8;36;44;-1,03135;0;0;
1;Østfold;137;Våler;;;SP;Senterpartiet;42,14475;3876;88;867;955;15,52842;10;0;
1;Østfold;137;Våler;;;KRF;Kristelig Folkeparti;6,09003;3876;10;128;138;-0,98878;1;0;
1;Østfold;137;Våler;;;MDG;Miljøpartiet De Grønne;2,29479;3876;12;40;52;2,29479;0;0;
1;Østfold;137;Våler;;;V;Venstre;2,25066;3876;6;45;51;0,03263;0;0;
1;Østfold;137;Våler;;;H;Høyre;18,71139;3876;48;376;424;-6,3948;4;0;
1;Østfold;137;Våler;;;FRP;Fremskrittspartiet;11,87114;3876;28;241;269;-7,28884;3;0;
1;Østfold;138;Hobøl;;;A;Arbeiderpartiet;29,71922;4104;100;588;688;-0,53542;6;0;
1;Østfold;138;Hobøl;;;SP;Senterpartiet;8,29374;4104;21;171;192;-0,94234;2;0;
1;Østfold;138;Hobøl;;;KRF;Kristelig Folkeparti;4,9676;4104;20;95;115;-1,07469;1;0;
1;Østfold;138;Hobøl;;;MDG;Miljøpartiet De Grønne;5,31317;4104;16;107;123;5,31317;1;0;
1;Østfold;138;Hobøl;;;V;Venstre;6,3067;4104;9;137;146;-6,98636;1;0;
1;Østfold;138;Hobøl;;;H;Høyre;25,48596;4104;55;535;590;6,97064;6;0;
1;Østfold;138;Hobøl;;;FRP;Fremskrittspartiet;19,91361;4104;63;398;461;-2,745;4;0;
2;Akershus;211;Vestby;;;A;Arbeiderpartiet;33,35897;12414;499;2103;2602;2,15632;12;0;
2;Akershus;211;Vestby;;;SV;Sosialistisk Venstreparti;4,94872;12414;68;318;386;0,16466;2;0;
2;Akershus;211;Vestby;;;SP;Senterpartiet;4,94872;12414;59;327;386;-0,9649;2;0;
2;Akershus;211;Vestby;;;KRF;Kristelig Folkeparti;3;12414;36;198;234;0,04983;1;0;
2;Akershus;211;Vestby;;;MDG;Miljøpartiet De Grønne;6,5641;12414;83;429;512;5,64716;2;0;
2;Akershus;211;Vestby;;;V;Venstre;3,05128;12414;35;203;238;-3,0351;1;0;
2;Akershus;211;Vestby;;;H;Høyre;21,30769;12414;323;1339;1662;-16,91158;7;0;
2;Akershus;211;Vestby;;;FRP;Fremskrittspartiet;10,4359;12414;165;649;814;1,30633;4;0;
2;Akershus;211;Vestby;;;BYGDL;Bygdelista;11,89744;12414;125;803;928;11,89744;4;0;
2;Akershus;211;Vestby;;;KRISTNE;Partiet De Kristne;0,48718;12414;12;26;38;0,48718;0;0;
2;Akershus;213;Ski;;;A;Arbeiderpartiet;31,73002;22617;871;3628;4499;-0,47027;13;0;
2;Akershus;213;Ski;;;SV;Sosialistisk Venstreparti;3,79434;22617;96;442;538;-0,51776;2;0;
2;Akershus;213;Ski;;;RØDT;Rødt;1,87601;22617;55;211;266;0,42928;1;0;
2;Akershus;213;Ski;;;SP;Senterpartiet;4,12582;22617;82;503;585;1,58351;2;0;
2;Akershus;213;Ski;;;KRF;Kristelig Folkeparti;3,26539;22617;85;378;463;-0,16884;1;0;
2;Akershus;213;Ski;;;MDG;Miljøpartiet De Grønne;3,99887;22617;102;465;567;2,85413;2;0;
2;Akershus;213;Ski;;;V;Venstre;5,57162;22617;98;692;790;-0,93867;2;0;
2;Akershus;213;Ski;;;H;Høyre;34,07857;22617;817;4015;4832;-1,37336;14;0;
2;Akershus;213;Ski;;;FRP;Fremskrittspartiet;8,31511;22617;251;928;1179;-2,40895;3;0;
2;Akershus;213;Ski;;;PP;Pensjonistpartiet;3,24423;22617;134;326;460;1,01093;1;0;
2;Akershus;214;Ås;;;A;Arbeiderpartiet;29,25839;13752;413;1966;2379;-1,20173;10;0;
2;Akershus;214;Ås;;;SV;Sosialistisk Venstreparti;7,30537;13752;128;466;594;-1,77313;2;0;
2;Akershus;214;Ås;;;RØDT;Rødt;2,59501;13752;45;166;211;2,59501;1;0;
2;Akershus;214;Ås;;;SP;Senterpartiet;12,29861;13752;154;846;1000;3,13329;4;0;
2;Akershus;214;Ås;;;KRF;Kristelig Folkeparti;3,68958;13752;49;251;300;-0,22955;1;0;
2;Akershus;214;Ås;;;MDG;Miljøpartiet De Grønne;7,45296;13752;168;438;606;5,0097;3;0;
2;Akershus;214;Ås;;;V;Venstre;6,44447;13752;72;452;524;-3,25415;2;0;
2;Akershus;214;Ås;;;H;Høyre;20,63707;13752;226;1452;1678;-4,2172;7;0;
2;Akershus;214;Ås;;;FRP;Fremskrittspartiet;10,31853;13752;124;715;839;-0,06222;3;0;
2;Akershus;215;Frogn;;;A;Arbeiderpartiet;22,74828;12300;463;1358;1821;-0,84022;7;0;
2;Akershus;215;Frogn;;;SV;Sosialistisk Venstreparti;4,33479;12300;65;282;347;-0,75168;1;0;
2;Akershus;215;Frogn;;;SP;Senterpartiet;3,54778;12300;61;223;284;-0,00003;1;0;
2;Akershus;215;Frogn;;;KRF;Kristelig Folkeparti;4,70956;12300;91;286;377;-2,22076;1;0;
2;Akershus;215;Frogn;;;MDG;Miljøpartiet De Grønne;6,53342;12300;131;392;523;6,53342;2;0;
2;Akershus;215;Frogn;;;V;Venstre;9,14428;12300;130;602;732;-6,85266;3;0;
2;Akershus;215;Frogn;;;H;Høyre;37,00187;12300;714;2248;2962;5,46576;12;0;
2;Akershus;215;Frogn;;;FRP;Fremskrittspartiet;8,86946;12300;170;540;710;0,38777;3;0;
2;Akershus;215;Frogn;;;PP;Pensjonistpartiet;3,11056;12300;78;171;249;-1,72159;1;0;
2;Akershus;216;Nesodden;;;A;Arbeiderpartiet;27,63034;14157;748;1886;2634;0,05383;9;0;
2;Akershus;216;Nesodden;;;SV;Sosialistisk Venstreparti;12,96549;14157;375;861;1236;-3,92648;4;0;
2;Akershus;216;Nesodden;;;RØDT;Rødt;7,09116;14157;238;438;676;1,3055;2;0;
2;Akershus;216;Nesodden;;;SP;Senterpartiet;0,91262;14157;20;67;87;0,28539;0;0;
2;Akershus;216;Nesodden;;;KRF;Kristelig Folkeparti;3,77636;14157;102;258;360;-0,62507;1;0;
2;Akershus;216;Nesodden;;;MDG;Miljøpartiet De Grønne;13,18578;14157;452;805;1257;8,18956;4;0;
2;Akershus;216;Nesodden;;;V;Venstre;7,23802;14157;165;525;690;0,97653;2;0;
2;Akershus;216;Nesodden;;;H;Høyre;20,18252;14157;526;1398;1924;-6,90734;7;0;
2;Akershus;216;Nesodden;;;FRP;Fremskrittspartiet;6,81842;14157;216;434;650;0,70833;2;0;
2;Akershus;216;Nesodden;;;DEMN;Demokratene i Norge;0,19931;14157;5;14;19;-0,06024;0;0;
2;Akershus;217;Oppegård;;;A;Arbeiderpartiet;26,07865;20996;752;2935;3687;0,81159;8;0;
2;Akershus;217;Oppegård;;;SV;Sosialistisk Venstreparti;4,78144;20996;110;566;676;0,08701;1;0;
2;Akershus;217;Oppegård;;;RØDT;Rødt;0,91243;20996;29;100;129;0,32381;0;0;
2;Akershus;217;Oppegård;;;KRF;Kristelig Folkeparti;4,83803;20996;129;555;684;0,41974;2;0;
2;Akershus;217;Oppegård;;;MDG;Miljøpartiet De Grønne;8,01386;20996;220;913;1133;7,1273;3;0;
2;Akershus;217;Oppegård;;;V;Venstre;6,46485;20996;138;776;914;-1,06368;2;0;
2;Akershus;217;Oppegård;;;H;Høyre;41,10199;20996;1076;4735;5811;-7,30292;13;0;
2;Akershus;217;Oppegård;;;FRP;Fremskrittspartiet;7,80874;20996;245;859;1104;0,17848;2;0;
2;Akershus;219;Bærum;;;A;Arbeiderpartiet;20,01281;91342;3074;8489;11563;-1,09655;10;0;
2;Akershus;219;Bærum;;;SV;Sosialistisk Venstreparti;3,0946;91342;449;1339;1788;-0,28628;2;0;
2;Akershus;219;Bærum;;;RØDT;Rødt;1,36211;91342;231;556;787;0,24192;1;0;
2;Akershus;219;Bærum;;;SP;Senterpartiet;1,1873;91342;199;487;686;0,37169;0;0;
2;Akershus;219;Bærum;;;KRF;Kristelig Folkeparti;2,57884;91342;395;1095;1490;-0,04735;1;0;
2;Akershus;219;Bærum;;;MDG;Miljøpartiet De Grønne;6,28094;91342;1069;2560;3629;5,09814;3;0;
2;Akershus;219;Bærum;;;V;Venstre;9,72515;91342;1217;4402;5619;0,62148;5;0;
2;Akershus;219;Bærum;;;H;Høyre;45,30271;91342;7068;19107;26175;-5,96216;24;0;
2;Akershus;219;Bærum;;;FRP;Fremskrittspartiet;7,62228;91342;1325;3079;4404;-0,15984;4;0;
2;Akershus;219;Bærum;;;PP;Pensjonistpartiet;2,61345;91342;597;913;1510;0,99916;1;0;
2;Akershus;219;Bærum;;;KRISTNE;Partiet De Kristne;0,21981;91342;25;102;127;0,21981;0;0;
2;Akershus;220;Asker;;;A;Arbeiderpartiet;18,80447;44781;1442;3931;5373;-1,16696;9;0;
2;Akershus;220;Asker;;;SV;Sosialistisk Venstreparti;2,93634;44781;215;624;839;0,05092;1;0;
2;Akershus;220;Asker;;;RØDT;Rødt;0,96245;44781;71;204;275;0,1017;0;0;
2;Akershus;220;Asker;;;SP;Senterpartiet;1,8409;44781;98;428;526;0,77106;1;0;
2;Akershus;220;Asker;;;KRF;Kristelig Folkeparti;2,83834;44781;175;636;811;0,08883;1;0;
2;Akershus;220;Asker;;;MDG;Miljøpartiet De Grønne;7,2481;44781;583;1488;2071;7,2481;3;0;
2;Akershus;220;Asker;;;V;Venstre;8,00406;44781;441;1846;2287;0,95081;4;0;
2;Akershus;220;Asker;;;H;Høyre;47,69888;44781;3667;9962;13629;-4,22822;23;0;
2;Akershus;220;Asker;;;FRP;Fremskrittspartiet;7,84307;44781;713;1528;2241;-0,17199;4;0;
2;Akershus;220;Asker;;;PP;Pensjonistpartiet;1,8234;44781;221;300;521;-0,01658;1;0;
2;Akershus;221;Aurskog-Høland;;;A;Arbeiderpartiet;40,94434;12412;584;2373;2957;3,82249;15;0;
2;Akershus;221;Aurskog-Høland;;;SV;Sosialistisk Venstreparti;2,96317;12412;39;175;214;0,54851;1;0;
2;Akershus;221;Aurskog-Høland;;;SP;Senterpartiet;10,06646;12412;102;625;727;-2,71455;4;0;
2;Akershus;221;Aurskog-Høland;;;KRF;Kristelig Folkeparti;6,2725;12412;67;386;453;-1,4988;2;0;
2;Akershus;221;Aurskog-Høland;;;MDG;Miljøpartiet De Grønne;2,79701;12412;36;166;202;2,79701;1;0;
2;Akershus;221;Aurskog-Høland;;;V;Venstre;1,62005;12412;17;100;117;-0,12849;0;0;
2;Akershus;221;Aurskog-Høland;;;H;Høyre;12,62808;12412;128;784;912;-4,63531;4;0;
2;Akershus;221;Aurskog-Høland;;;FRP;Fremskrittspartiet;22,19607;12412;242;1361;1603;1,29682;8;0;
2;Akershus;221;Aurskog-Høland;;;KRISTNE;Partiet De Kristne;0,51232;12412;6;31;37;0,51232;0;0;
2;Akershus;226;Sørum;;;A;Arbeiderpartiet;34,8274;12654;412;2191;2603;-5,48397;11;0;
2;Akershus;226;Sørum;;;SV;Sosialistisk Venstreparti;3,47873;12654;41;219;260;-0,22688;1;0;
2;Akershus;226;Sørum;;;SP;Senterpartiet;8,96441;12654;70;600;670;1,24439;3;0;
2;Akershus;226;Sørum;;;KRF;Kristelig Folkeparti;5,01739;12654;57;318;375;0,91292;2;0;
2;Akershus;226;Sørum;;;MDG;Miljøpartiet De Grønne;4,00054;12654;49;250;299;4,00054;1;0;
2;Akershus;226;Sørum;;;V;Venstre;4,5491;12654;40;300;340;0,90783;1;0;
2;Akershus;226;Sørum;;;H;Høyre;26,81295;12654;233;1771;2004;-1,90553;8;0;
2;Akershus;226;Sørum;;;FRP;Fremskrittspartiet;12,34948;12654;138;785;923;0,55071;4;0;
2;Akershus;227;Fet;;;A;Arbeiderpartiet;40,96967;8611;347;1774;2121;1,68533;11;0;
2;Akershus;227;Fet;;;SV;Sosialistisk Venstreparti;3,30307;8611;25;146;171;-0,14125;1;0;
2;Akershus;227;Fet;;;SP;Senterpartiet;7,72648;8611;48;352;400;-0,04237;2;0;
2;Akershus;227;Fet;;;KRF;Kristelig Folkeparti;2,72359;8611;28;113;141;2,72359;1;0;
2;Akershus;227;Fet;;;MDG;Miljøpartiet De Grønne;4,55862;8611;38;198;236;2,58771;1;0;
2;Akershus;227;Fet;;;V;Venstre;3,5735;8611;18;167;185;-2,54973;1;0;
2;Akershus;227;Fet;;;H;Høyre;22,13637;8611;172;974;1146;-3,29417;6;0;
2;Akershus;227;Fet;;;FRP;Fremskrittspartiet;14,71895;8611;105;657;762;-1,25885;4;0;
2;Akershus;227;Fet;;;KRISTNE;Partiet De Kristne;0,28974;8611;3;12;15;0,28974;0;0;
2;Akershus;228;Rælingen;;;A;Arbeiderpartiet;59,0413;13163;936;3338;4274;4,29531;21;0;
2;Akershus;228;Rælingen;;;SV;Sosialistisk Venstreparti;2,77663;13163;53;148;201;-0,17792;1;0;
2;Akershus;228;Rælingen;;;RØDT;Rødt;0,8841;13163;15;49;64;0,22902;0;0;
2;Akershus;228;Rælingen;;;MDG;Miljøpartiet De Grønne;3,13579;13163;52;175;227;3,13579;1;0;
2;Akershus;228;Rælingen;;;V;Venstre;3,32919;13163;32;209;241;-0,14675;1;0;
2;Akershus;228;Rælingen;;;H;Høyre;16,75646;13163;238;975;1213;-5,8906;6;0;
2;Akershus;228;Rælingen;;;FRP;Fremskrittspartiet;9,18635;13163;141;524;665;-1,49547;3;0;
2;Akershus;228;Rælingen;;;KRFSP;Kristelig Folkeparti / Senterpartiet;4,89018;13163;85;269;354;4,89018;2;0;
2;Akershus;229;Enebakk;;;A;Arbeiderpartiet;30,01949;8086;207;1179;1386;4,26287;8;0;
2;Akershus;229;Enebakk;;;SV;Sosialistisk Venstreparti;3,29218;8086;17;135;152;-2,05117;1;0;
2;Akershus;229;Enebakk;;;SP;Senterpartiet;14,44661;8086;97;570;667;3,36333;4;0;
2;Akershus;229;Enebakk;;;KRF;Kristelig Folkeparti;4,26684;8086;21;176;197;0,07147;1;0;
2;Akershus;229;Enebakk;;;MDG;Miljøpartiet De Grønne;3,05393;8086;23;118;141;3,05393;1;0;
2;Akershus;229;Enebakk;;;V;Venstre;2,72904;8086;10;116;126;-0,48532;1;0;
2;Akershus;229;Enebakk;;;H;Høyre;23,6084;8086;102;988;1090;-4,04762;6;0;
